"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean","se","l","u"
"India","Female","15-19","17.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","15-19","17.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","15-19","17.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","15-19","17.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","15-19","17.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","15-19","17.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","20-24","22.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","20-24","22.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","20-24","22.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","20-24","22.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","20-24","22.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","20-24","22.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","25-29","27.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","25-29","27.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","25-29","27.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","25-29","27.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","25-29","27.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","25-29","27.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","30-34","32.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","30-34","32.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","30-34","32.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","30-34","32.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","30-34","32.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","30-34","32.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","35-39","37.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","35-39","37.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","35-39","37.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","35-39","37.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","35-39","37.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","35-39","37.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","40-44","42.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","40-44","42.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","40-44","42.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","40-44","42.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","40-44","42.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","40-44","42.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","45-49","47.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","45-49","47.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","45-49","47.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","45-49","47.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","45-49","47.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","45-49","47.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","50-54","52.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","50-54","52.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","50-54","52.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","50-54","52.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","50-54","52.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","50-54","52.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","55-59","57.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","55-59","57.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","55-59","57.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","55-59","57.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","55-59","57.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","55-59","57.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","60-64","62.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","60-64","62.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","60-64","62.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","60-64","62.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","60-64","62.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","60-64","62.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","65-69","67.5",2.5,"0-4 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","65-69","67.5",7.5,"5-9 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","65-69","67.5",12.5,"10-14 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","65-69","67.5",17.5,"15-19 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","65-69","67.5",22.5,"20-24 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
"India","Female","65-69","67.5",27.5,"25-29 years","alcohol_use_disorders",0.1270410488,NA,NA,NA
